settlement_id,trade_id,business_date,settlement_date,settlement_status
SET00000848,TRD00000848,2026-04-21,2026-04-22,SETTLED
SET00000849,TRD00000849,2026-04-21,2026-04-22,SETTLED
SET00000850,TRD00000850,2026-04-21,2026-04-22,PENDING
SET00000851,TRD00000851,2026-04-21,2026-04-22,SETTLED
SET00000852,TRD00000852,2026-04-21,2026-04-22,SETTLED
SET00000853,TRD00000853,2026-04-21,2026-04-22,SETTLED
SET00000854,TRD00000854,2026-04-21,2026-04-22,SETTLED
SET00000855,TRD00000855,2026-04-21,2026-04-22,SETTLED
SET00000856,TRD00000856,2026-04-21,2026-04-22,SETTLED
SET00000857,TRD00000857,2026-04-21,2026-04-22,SETTLED
SET00000858,TRD00000858,2026-04-21,2026-04-22,SETTLED
SET00000859,TRD00000859,2026-04-21,2026-04-22,SETTLED
SET00000860,TRD00000860,2026-04-21,2026-04-22,PENDING
SET00000861,TRD00000861,2026-04-21,2026-04-22,SETTLED
SET00000862,TRD00000862,2026-04-21,2026-04-22,SETTLED
SET00000863,TRD00000863,2026-04-21,2026-04-22,SETTLED
SET00000864,TRD00000864,2026-04-21,2026-04-22,SETTLED
SET00000865,TRD00000865,2026-04-21,2026-04-22,SETTLED
SET00000866,TRD00000866,2026-04-21,2026-04-22,SETTLED
SET00000867,TRD00000867,2026-04-21,2026-04-22,SETTLED
SET00000868,TRD00000868,2026-04-21,2026-04-22,SETTLED
SET00000869,TRD00000869,2026-04-21,2026-04-22,SETTLED
SET00000870,TRD00000870,2026-04-21,2026-04-22,PENDING
SET00000871,TRD00000871,2026-04-21,2026-04-22,SETTLED
SET00000872,TRD00000872,2026-04-21,2026-04-22,SETTLED
SET00000873,TRD00000873,2026-04-21,2026-04-22,SETTLED
SET00000874,TRD00000874,2026-04-21,2026-04-22,SETTLED
SET00000875,TRD00000875,2026-04-21,2026-04-22,SETTLED
SET00000876,TRD00000876,2026-04-21,2026-04-22,SETTLED
SET00000877,TRD00000877,2026-04-21,2026-04-22,SETTLED
SET00000878,TRD00000878,2026-04-21,2026-04-22,SETTLED
SET00000879,TRD00000879,2026-04-21,2026-04-22,SETTLED
SET00000880,TRD00000880,2026-04-21,2026-04-22,PENDING
SET00000881,TRD00000881,2026-04-21,2026-04-22,SETTLED
SET00000882,TRD00000882,2026-04-21,2026-04-22,SETTLED
SET00000883,TRD00000883,2026-04-21,2026-04-22,SETTLED
SET00000884,TRD00000884,2026-04-21,2026-04-22,SETTLED
SET00000885,TRD00000885,2026-04-21,2026-04-22,SETTLED
SET00000886,TRD00000886,2026-04-21,2026-04-22,SETTLED
SET00000887,TRD00000887,2026-04-21,2026-04-22,SETTLED
SET00000888,TRD00000888,2026-04-21,2026-04-22,SETTLED
SET00000889,TRD00000889,2026-04-21,2026-04-22,SETTLED
SET00000890,TRD00000890,2026-04-21,2026-04-22,PENDING
SET00000891,TRD00000891,2026-04-21,2026-04-22,SETTLED
SET00000892,TRD00000892,2026-04-21,2026-04-22,SETTLED
SET00000893,TRD00000893,2026-04-21,2026-04-22,SETTLED
SET00000894,TRD00000894,2026-04-21,2026-04-22,SETTLED
SET00000895,TRD00000895,2026-04-21,2026-04-22,SETTLED
SET00000896,TRD00000896,2026-04-21,2026-04-22,SETTLED
SET00000897,TRD00000897,2026-04-21,2026-04-22,SETTLED
SET00000898,TRD00000898,2026-04-21,2026-04-22,SETTLED
SET00000899,TRD00000899,2026-04-21,2026-04-22,SETTLED
SET00000900,TRD00000900,2026-04-21,2026-04-22,PENDING
SET00000901,TRD00000901,2026-04-21,2026-04-22,SETTLED
SET00000902,TRD00000902,2026-04-21,2026-04-22,SETTLED
SET00000903,TRD00000903,2026-04-21,2026-04-22,SETTLED
SET00000904,TRD00000904,2026-04-21,2026-04-22,SETTLED
SET00000905,TRD00000905,2026-04-21,2026-04-22,SETTLED
SET00000906,TRD00000906,2026-04-21,2026-04-22,SETTLED
SET00000907,TRD00000907,2026-04-21,2026-04-22,SETTLED
SET00000908,TRD00000908,2026-04-21,2026-04-22,SETTLED
SET00000909,TRD00000909,2026-04-21,2026-04-22,SETTLED
SET00000910,TRD00000910,2026-04-21,2026-04-22,PENDING
SET00000911,TRD00000911,2026-04-21,2026-04-22,SETTLED
SET00000912,TRD00000912,2026-04-21,2026-04-22,SETTLED
SET00000913,TRD00000913,2026-04-21,2026-04-22,SETTLED
SET00000914,TRD00000914,2026-04-21,2026-04-22,SETTLED
SET00000915,TRD00000915,2026-04-21,2026-04-22,SETTLED
SET00000916,TRD00000916,2026-04-21,2026-04-22,SETTLED
SET00000917,TRD00000917,2026-04-21,2026-04-22,SETTLED
SET00000918,TRD00000918,2026-04-21,2026-04-22,SETTLED
SET00000919,TRD00000919,2026-04-21,2026-04-22,SETTLED
SET00000920,TRD00000920,2026-04-21,2026-04-22,PENDING
SET00000921,TRD00000921,2026-04-21,2026-04-22,SETTLED
SET00000922,TRD00000922,2026-04-21,2026-04-22,SETTLED
SET00000923,TRD00000923,2026-04-21,2026-04-22,SETTLED
SET00000924,TRD00000924,2026-04-21,2026-04-22,SETTLED
SET00000925,TRD00000925,2026-04-21,2026-04-22,SETTLED
SET00000926,TRD00000926,2026-04-21,2026-04-22,SETTLED
SET00000927,TRD00000927,2026-04-21,2026-04-22,SETTLED
SET00000928,TRD00000928,2026-04-21,2026-04-22,SETTLED
SET00000929,TRD00000929,2026-04-21,2026-04-22,SETTLED
SET00000930,TRD00000930,2026-04-21,2026-04-22,PENDING
SET00000931,TRD00000931,2026-04-21,2026-04-22,SETTLED
SET00000932,TRD00000932,2026-04-21,2026-04-22,SETTLED
SET00000933,TRD00000933,2026-04-21,2026-04-22,SETTLED
SET00000934,TRD00000934,2026-04-21,2026-04-22,SETTLED
SET00000935,TRD00000935,2026-04-21,2026-04-22,SETTLED
SET00000936,TRD00000936,2026-04-21,2026-04-22,SETTLED
SET00000937,TRD00000937,2026-04-21,2026-04-22,SETTLED
SET00000938,TRD00000938,2026-04-21,2026-04-22,SETTLED
SET00000939,TRD00000939,2026-04-21,2026-04-22,SETTLED
SET00000940,TRD00000940,2026-04-21,2026-04-22,PENDING
SET00000941,TRD00000941,2026-04-21,2026-04-22,SETTLED
SET00000942,TRD00000942,2026-04-21,2026-04-22,SETTLED
SET00000943,TRD00000943,2026-04-21,2026-04-22,SETTLED
SET00000944,TRD00000944,2026-04-21,2026-04-22,SETTLED
SET00000945,TRD00000945,2026-04-21,2026-04-22,SETTLED
SET00000946,TRD00000946,2026-04-21,2026-04-22,SETTLED
SET00000947,TRD00000947,2026-04-21,2026-04-22,SETTLED
SET00000948,TRD00000948,2026-04-21,2026-04-22,SETTLED
SET00000949,TRD00000949,2026-04-21,2026-04-22,SETTLED
SET00000950,TRD00000950,2026-04-21,2026-04-22,PENDING
SET00000951,TRD00000951,2026-04-21,2026-04-22,SETTLED
SET00000952,TRD00000952,2026-04-21,2026-04-22,SETTLED
SET00000953,TRD00000953,2026-04-21,2026-04-22,SETTLED
SET00000954,TRD00000954,2026-04-21,2026-04-22,SETTLED
SET00000955,TRD00000955,2026-04-21,2026-04-22,SETTLED
SET00000956,TRD00000956,2026-04-21,2026-04-22,SETTLED
SET00000957,TRD00000957,2026-04-21,2026-04-22,SETTLED
SET00000958,TRD00000958,2026-04-21,2026-04-22,SETTLED
SET00000959,TRD00000959,2026-04-21,2026-04-22,SETTLED
SET00000960,TRD00000960,2026-04-21,2026-04-22,PENDING
SET00000961,TRD00000961,2026-04-21,2026-04-22,SETTLED
SET00000962,TRD00000962,2026-04-21,2026-04-22,SETTLED
SET00000963,TRD00000963,2026-04-21,2026-04-22,SETTLED
SET00000964,TRD00000964,2026-04-21,2026-04-22,SETTLED
SET00000965,TRD00000965,2026-04-21,2026-04-22,SETTLED
SET00000966,TRD00000966,2026-04-21,2026-04-22,SETTLED
SET00000967,TRD00000967,2026-04-21,2026-04-22,SETTLED
SET00000968,TRD00000968,2026-04-21,2026-04-22,SETTLED
SET00000969,TRD00000969,2026-04-21,2026-04-22,SETTLED
SET00000970,TRD00000970,2026-04-21,2026-04-22,PENDING
SET00000971,TRD00000971,2026-04-21,2026-04-22,SETTLED
SET00000972,TRD00000972,2026-04-21,2026-04-22,SETTLED
SET00000973,TRD00000973,2026-04-21,2026-04-22,SETTLED
SET00000974,TRD00000974,2026-04-21,2026-04-22,SETTLED
SET00000975,TRD00000975,2026-04-21,2026-04-22,SETTLED
SET00000976,TRD00000976,2026-04-21,2026-04-22,SETTLED
SET00000977,TRD00000977,2026-04-21,2026-04-22,SETTLED
SET00000978,TRD00000978,2026-04-21,2026-04-22,SETTLED
SET00000979,TRD00000979,2026-04-21,2026-04-22,SETTLED
SET00000980,TRD00000980,2026-04-21,2026-04-22,PENDING
SET00000981,TRD00000981,2026-04-21,2026-04-22,SETTLED
SET00000982,TRD00000982,2026-04-21,2026-04-22,SETTLED
SET00000983,TRD00000983,2026-04-21,2026-04-22,SETTLED
SET00000984,TRD00000984,2026-04-21,2026-04-22,SETTLED
SET00000985,TRD00000985,2026-04-21,2026-04-22,SETTLED
SET00000986,TRD00000986,2026-04-21,2026-04-22,SETTLED
SET00000987,TRD00000987,2026-04-21,2026-04-22,SETTLED
SET00000988,TRD00000988,2026-04-21,2026-04-22,SETTLED
SET00000989,TRD00000989,2026-04-21,2026-04-22,SETTLED
SET00000990,TRD00000990,2026-04-21,2026-04-22,PENDING
SET00000991,TRD00000991,2026-04-21,2026-04-22,SETTLED
SET00000992,TRD00000992,2026-04-21,2026-04-22,SETTLED
SET00000993,TRD00000993,2026-04-21,2026-04-22,SETTLED
SET00000994,TRD00000994,2026-04-21,2026-04-22,SETTLED
SET00000995,TRD00000995,2026-04-21,2026-04-22,SETTLED
SET00000996,TRD00000996,2026-04-21,2026-04-22,SETTLED
SET00000997,TRD00000997,2026-04-21,2026-04-22,SETTLED
SET00000998,TRD00000998,2026-04-21,2026-04-22,SETTLED
SET00000999,TRD00000999,2026-04-21,2026-04-22,SETTLED
SET00001000,TRD00001000,2026-04-21,2026-04-22,PENDING
SET00001001,TRD00001001,2026-04-21,2026-04-22,SETTLED
SET00001002,TRD00001002,2026-04-21,2026-04-22,SETTLED
SET00001003,TRD00001003,2026-04-21,2026-04-22,SETTLED
SET00001004,TRD00001004,2026-04-21,2026-04-22,SETTLED
SET00001005,TRD00001005,2026-04-21,2026-04-22,SETTLED
SET00001006,TRD00001006,2026-04-21,2026-04-22,SETTLED
SET00001007,TRD00001007,2026-04-21,2026-04-22,SETTLED
SET00001008,TRD00001008,2026-04-21,2026-04-22,SETTLED
SET00001009,TRD00001009,2026-04-21,2026-04-22,SETTLED
SET00001010,TRD00001010,2026-04-21,2026-04-22,PENDING
SET00001011,TRD00001011,2026-04-21,2026-04-22,SETTLED
SET00001012,TRD00001012,2026-04-21,2026-04-22,SETTLED
SET00001013,TRD00001013,2026-04-21,2026-04-22,SETTLED
SET00001014,TRD00001014,2026-04-21,2026-04-22,SETTLED
SET00001015,TRD00001015,2026-04-21,2026-04-22,SETTLED
SET00001016,TRD00001016,2026-04-21,2026-04-22,SETTLED
SET00001017,TRD00001017,2026-04-21,2026-04-22,SETTLED
SET00001018,TRD00001018,2026-04-21,2026-04-22,SETTLED
SET00001019,TRD00001019,2026-04-21,2026-04-22,SETTLED
SET00001020,TRD00001020,2026-04-21,2026-04-22,PENDING
SET00001021,TRD00001021,2026-04-21,2026-04-22,SETTLED
SET00001022,TRD00001022,2026-04-21,2026-04-22,SETTLED
SET00001023,TRD00001023,2026-04-21,2026-04-22,SETTLED
SET00001024,TRD00001024,2026-04-21,2026-04-22,SETTLED
SET00001025,TRD00001025,2026-04-21,2026-04-22,SETTLED
SET00001026,TRD00001026,2026-04-21,2026-04-22,SETTLED
SET00001027,TRD00001027,2026-04-21,2026-04-22,SETTLED
SET00001028,TRD00001028,2026-04-21,2026-04-22,SETTLED
SET00001029,TRD00001029,2026-04-21,2026-04-22,SETTLED
SET00001030,TRD00001030,2026-04-21,2026-04-22,PENDING
SET00001031,TRD00001031,2026-04-21,2026-04-22,SETTLED
SET00001032,TRD00001032,2026-04-21,2026-04-22,SETTLED
SET00001033,TRD00001033,2026-04-21,2026-04-22,SETTLED
SET00001034,TRD00001034,2026-04-21,2026-04-22,SETTLED
SET00001035,TRD00001035,2026-04-21,2026-04-22,SETTLED
SET00001036,TRD00001036,2026-04-21,2026-04-22,SETTLED
SET00001037,TRD00001037,2026-04-21,2026-04-22,SETTLED
SET00001038,TRD00001038,2026-04-21,2026-04-22,SETTLED
SET00001039,TRD00001039,2026-04-21,2026-04-22,SETTLED
SET00001040,TRD00001040,2026-04-21,2026-04-22,PENDING
SET00001041,TRD00001041,2026-04-21,2026-04-22,SETTLED
SET00001042,TRD00001042,2026-04-21,2026-04-22,SETTLED
SET00001043,TRD00001043,2026-04-21,2026-04-22,SETTLED
SET00001044,TRD00001044,2026-04-21,2026-04-22,SETTLED
SET00001045,TRD00001045,2026-04-21,2026-04-22,SETTLED
SET00001046,TRD00001046,2026-04-21,2026-04-22,SETTLED
SET00001047,TRD00001047,2026-04-21,2026-04-22,SETTLED
SET00001048,TRD00001048,2026-04-21,2026-04-22,SETTLED
SET00001049,TRD00001049,2026-04-21,2026-04-22,SETTLED
SET00001050,TRD00001050,2026-04-21,2026-04-22,PENDING
SET00001051,TRD00001051,2026-04-21,2026-04-22,SETTLED
SET00001052,TRD00001052,2026-04-21,2026-04-22,SETTLED
SET00001053,TRD00001053,2026-04-21,2026-04-22,SETTLED
SET00001054,TRD00001054,2026-04-21,2026-04-22,SETTLED
SET00001055,TRD00001055,2026-04-21,2026-04-22,SETTLED
SET00001056,TRD00001056,2026-04-21,2026-04-22,SETTLED
SET00001057,TRD00001057,2026-04-21,2026-04-22,SETTLED
SET00001058,TRD00001058,2026-04-21,2026-04-22,SETTLED
SET00001059,TRD00001059,2026-04-21,2026-04-22,SETTLED
SET00001060,TRD00001060,2026-04-21,2026-04-22,PENDING
SET00001061,TRD00001061,2026-04-21,2026-04-22,SETTLED
SET00001062,TRD00001062,2026-04-21,2026-04-22,SETTLED
SET00001063,TRD00001063,2026-04-21,2026-04-22,SETTLED
SET00001064,TRD00001064,2026-04-21,2026-04-22,SETTLED
SET00001065,TRD00001065,2026-04-21,2026-04-22,SETTLED
SET00001066,TRD00001066,2026-04-21,2026-04-22,SETTLED
SET00001067,TRD00001067,2026-04-21,2026-04-22,SETTLED
SET00001068,TRD00001068,2026-04-21,2026-04-22,SETTLED
SET00001069,TRD00001069,2026-04-21,2026-04-22,SETTLED
SET00001070,TRD00001070,2026-04-21,2026-04-22,PENDING
SET00001071,TRD00001071,2026-04-21,2026-04-22,SETTLED
SET00001072,TRD00001072,2026-04-21,2026-04-22,SETTLED
SET00001073,TRD00001073,2026-04-21,2026-04-22,SETTLED
SET00001074,TRD00001074,2026-04-21,2026-04-22,SETTLED
SET00001075,TRD00001075,2026-04-21,2026-04-22,SETTLED
SET00001076,TRD00001076,2026-04-21,2026-04-22,SETTLED
SET00001077,TRD00001077,2026-04-21,2026-04-22,SETTLED
SET00001078,TRD00001078,2026-04-21,2026-04-22,SETTLED
SET00001079,TRD00001079,2026-04-21,2026-04-22,SETTLED
SET00001080,TRD00001080,2026-04-21,2026-04-22,PENDING
SET00001081,TRD00001081,2026-04-21,2026-04-22,SETTLED
SET00001082,TRD00001082,2026-04-21,2026-04-22,SETTLED
SET00001083,TRD00001083,2026-04-21,2026-04-22,SETTLED
SET00001084,TRD00001084,2026-04-21,2026-04-22,SETTLED
SET00001085,TRD00001085,2026-04-21,2026-04-22,SETTLED
SET00001086,TRD00001086,2026-04-21,2026-04-22,SETTLED
SET00001087,TRD00001087,2026-04-21,2026-04-22,SETTLED
SET00001088,TRD00001088,2026-04-21,2026-04-22,SETTLED
SET00001089,TRD00001089,2026-04-21,2026-04-22,SETTLED
SET00001090,TRD00001090,2026-04-21,2026-04-22,PENDING
SET00001091,TRD00001091,2026-04-21,2026-04-22,SETTLED
SET00001092,TRD00001092,2026-04-21,2026-04-22,SETTLED
SET00001093,TRD00001093,2026-04-21,2026-04-22,SETTLED
SET00001094,TRD00001094,2026-04-21,2026-04-22,SETTLED
SET00001095,TRD00001095,2026-04-21,2026-04-22,SETTLED
SET00001096,TRD00001096,2026-04-21,2026-04-22,SETTLED
SET00001097,TRD00001097,2026-04-21,2026-04-22,SETTLED
SET00001098,TRD00001098,2026-04-21,2026-04-22,SETTLED
SET00001099,TRD00001099,2026-04-21,2026-04-22,SETTLED
SET00001100,TRD00001100,2026-04-21,2026-04-22,PENDING
SET00001101,TRD00001101,2026-04-21,2026-04-22,SETTLED
SET00001102,TRD00001102,2026-04-21,2026-04-22,SETTLED
SET00001103,TRD00001103,2026-04-21,2026-04-22,SETTLED
SET00001104,TRD00001104,2026-04-21,2026-04-22,SETTLED
SET00001105,TRD00001105,2026-04-21,2026-04-22,SETTLED
SET00001106,TRD00001106,2026-04-21,2026-04-22,SETTLED
SET00001107,TRD00001107,2026-04-21,2026-04-22,SETTLED
SET00001108,TRD00001108,2026-04-21,2026-04-22,SETTLED
SET00001109,TRD00001109,2026-04-21,2026-04-22,SETTLED
SET00001110,TRD00001110,2026-04-21,2026-04-22,PENDING
SET00001111,TRD00001111,2026-04-21,2026-04-22,SETTLED
SET00001112,TRD00001112,2026-04-21,2026-04-22,SETTLED
SET00001113,TRD00001113,2026-04-21,2026-04-22,SETTLED
SET00001114,TRD00001114,2026-04-21,2026-04-22,SETTLED
SET00001115,TRD00001115,2026-04-21,2026-04-22,SETTLED
SET00001116,TRD00001116,2026-04-21,2026-04-22,SETTLED
SET00001117,TRD00001117,2026-04-21,2026-04-22,SETTLED
SET00001118,TRD00001118,2026-04-21,2026-04-22,SETTLED
SET00001119,TRD00001119,2026-04-21,2026-04-22,SETTLED
SET00001120,TRD00001120,2026-04-21,2026-04-22,PENDING
SET00001121,TRD00001121,2026-04-21,2026-04-22,SETTLED
SET00001122,TRD00001122,2026-04-21,2026-04-22,SETTLED
SET00001123,TRD00001123,2026-04-21,2026-04-22,SETTLED
SET00001124,TRD00001124,2026-04-21,2026-04-22,SETTLED
SET00001125,TRD00001125,2026-04-21,2026-04-22,SETTLED
SET00001126,TRD00001126,2026-04-21,2026-04-22,SETTLED
SET00001127,TRD00001127,2026-04-21,2026-04-22,SETTLED
SET00001128,TRD00001128,2026-04-21,2026-04-22,SETTLED
SET00001129,TRD00001129,2026-04-21,2026-04-22,SETTLED
SET00001130,TRD00001130,2026-04-21,2026-04-22,PENDING
SET00001131,TRD00001131,2026-04-21,2026-04-22,SETTLED
SET00001132,TRD00001132,2026-04-21,2026-04-22,SETTLED
SET00001133,TRD00001133,2026-04-21,2026-04-22,SETTLED
SET00001134,TRD00001134,2026-04-21,2026-04-22,SETTLED
SET00001135,TRD00001135,2026-04-21,2026-04-22,SETTLED
SET00001136,TRD00001136,2026-04-21,2026-04-22,SETTLED
SET00001137,TRD00001137,2026-04-21,2026-04-22,SETTLED
SET00001138,TRD00001138,2026-04-21,2026-04-22,SETTLED
SET00001139,TRD00001139,2026-04-21,2026-04-22,SETTLED
SET00001140,TRD00001140,2026-04-21,2026-04-22,PENDING
SET00001141,TRD00001141,2026-04-21,2026-04-22,SETTLED
SET00001142,TRD00001142,2026-04-21,2026-04-22,SETTLED
SET00001143,TRD00001143,2026-04-21,2026-04-22,SETTLED
SET00001144,TRD00001144,2026-04-21,2026-04-22,SETTLED
SET00001145,TRD00001145,2026-04-21,2026-04-22,SETTLED
SET00001146,TRD00001146,2026-04-21,2026-04-22,SETTLED
SET00001147,TRD00001147,2026-04-21,2026-04-22,SETTLED
SET00001148,TRD00001148,2026-04-21,2026-04-22,SETTLED
SET00001149,TRD00001149,2026-04-21,2026-04-22,SETTLED
SET00001150,TRD00001150,2026-04-21,2026-04-22,PENDING
SET00001151,TRD00001151,2026-04-21,2026-04-22,SETTLED
SET00001152,TRD00001152,2026-04-21,2026-04-22,SETTLED
SET00001153,TRD00001153,2026-04-21,2026-04-22,SETTLED
SET00001154,TRD00001154,2026-04-21,2026-04-22,SETTLED
SET00001155,TRD00001155,2026-04-21,2026-04-22,SETTLED
SET00001156,TRD00001156,2026-04-21,2026-04-22,SETTLED
SET00001157,TRD00001157,2026-04-21,2026-04-22,SETTLED
SET00001158,TRD00001158,2026-04-21,2026-04-22,SETTLED
SET00001159,TRD00001159,2026-04-21,2026-04-22,SETTLED
SET00001160,TRD00001160,2026-04-21,2026-04-22,PENDING
SET00001161,TRD00001161,2026-04-21,2026-04-22,SETTLED
SET00001162,TRD00001162,2026-04-21,2026-04-22,SETTLED
SET00001163,TRD00001163,2026-04-21,2026-04-22,SETTLED
SET00001164,TRD00001164,2026-04-21,2026-04-22,SETTLED
SET00001165,TRD00001165,2026-04-21,2026-04-22,SETTLED
SET00001166,TRD00001166,2026-04-21,2026-04-22,SETTLED
SET00001167,TRD00001167,2026-04-21,2026-04-22,SETTLED
SET00001168,TRD00001168,2026-04-21,2026-04-22,SETTLED
SET00001169,TRD00001169,2026-04-21,2026-04-22,SETTLED
SET00001170,TRD00001170,2026-04-21,2026-04-22,PENDING
SET00001171,TRD00001171,2026-04-21,2026-04-22,SETTLED
SET00001172,TRD00001172,2026-04-21,2026-04-22,SETTLED
SET00001173,TRD00001173,2026-04-21,2026-04-22,SETTLED
SET00001174,TRD00001174,2026-04-21,2026-04-22,SETTLED
SET00001175,TRD00001175,2026-04-21,2026-04-22,SETTLED
SET00001176,TRD00001176,2026-04-21,2026-04-22,SETTLED
SET00001177,TRD00001177,2026-04-21,2026-04-22,SETTLED
SET00001178,TRD00001178,2026-04-21,2026-04-22,SETTLED
SET00001179,TRD00001179,2026-04-21,2026-04-22,SETTLED
SET00001180,TRD00001180,2026-04-21,2026-04-22,PENDING
SET00001181,TRD00001181,2026-04-21,2026-04-22,SETTLED
SET00001182,TRD00001182,2026-04-21,2026-04-22,SETTLED
SET00001183,TRD00001183,2026-04-21,2026-04-22,SETTLED
SET00001184,TRD00001184,2026-04-21,2026-04-22,SETTLED
SET00001185,TRD00001185,2026-04-21,2026-04-22,SETTLED
SET00001186,TRD00001186,2026-04-21,2026-04-22,SETTLED
SET00001187,TRD00001187,2026-04-21,2026-04-22,SETTLED
SET00001188,TRD00001188,2026-04-21,2026-04-22,SETTLED
SET00001189,TRD00001189,2026-04-21,2026-04-22,SETTLED
SET00001190,TRD00001190,2026-04-21,2026-04-22,PENDING
SET00001191,TRD00001191,2026-04-21,2026-04-22,SETTLED
SET00001192,TRD00001192,2026-04-21,2026-04-22,SETTLED
SET00001193,TRD00001193,2026-04-21,2026-04-22,SETTLED
SET00001194,TRD00001194,2026-04-21,2026-04-22,SETTLED
SET00001195,TRD00001195,2026-04-21,2026-04-22,SETTLED
SET00001196,TRD00001196,2026-04-21,2026-04-22,SETTLED
SET00001197,TRD00001197,2026-04-21,2026-04-22,SETTLED
SET00001198,TRD00001198,2026-04-21,2026-04-22,SETTLED
SET00001199,TRD00001199,2026-04-21,2026-04-22,SETTLED
SET00001200,TRD00001200,2026-04-21,2026-04-22,PENDING
SET00001201,TRD00001201,2026-04-21,2026-04-22,SETTLED
SET00001202,TRD00001202,2026-04-21,2026-04-22,SETTLED
SET00001203,TRD00001203,2026-04-21,2026-04-22,SETTLED
SET00001204,TRD00001204,2026-04-21,2026-04-22,SETTLED
SET00001205,TRD00001205,2026-04-21,2026-04-22,SETTLED
SET00001206,TRD00001206,2026-04-21,2026-04-22,SETTLED
SET00001207,TRD00001207,2026-04-21,2026-04-22,SETTLED
SET00001208,TRD00001208,2026-04-21,2026-04-22,SETTLED
SET00001209,TRD00001209,2026-04-21,2026-04-22,SETTLED
SET00001210,TRD00001210,2026-04-21,2026-04-22,PENDING
SET00001211,TRD00001211,2026-04-21,2026-04-22,SETTLED
SET00001212,TRD00001212,2026-04-21,2026-04-22,SETTLED
SET00001213,TRD00001213,2026-04-21,2026-04-22,SETTLED
SET00001214,TRD00001214,2026-04-21,2026-04-22,SETTLED
SET00001215,TRD00001215,2026-04-21,2026-04-22,SETTLED
SET00001216,TRD00001216,2026-04-21,2026-04-22,SETTLED
SET00001217,TRD00001217,2026-04-21,2026-04-22,SETTLED
SET00001218,TRD00001218,2026-04-21,2026-04-22,SETTLED
SET00001219,TRD00001219,2026-04-21,2026-04-22,SETTLED
SET00001220,TRD00001220,2026-04-21,2026-04-22,PENDING
SET00001221,TRD00001221,2026-04-21,2026-04-22,SETTLED
SET00001222,TRD00001222,2026-04-21,2026-04-22,SETTLED
SET00001223,TRD00001223,2026-04-21,2026-04-22,SETTLED
SET00001224,TRD00001224,2026-04-21,2026-04-22,SETTLED
SET00001225,TRD00001225,2026-04-21,2026-04-22,SETTLED
SET00001226,TRD00001226,2026-04-21,2026-04-22,SETTLED
SET00001227,TRD00001227,2026-04-21,2026-04-22,SETTLED
SET00001228,TRD00001228,2026-04-21,2026-04-22,SETTLED
SET00001229,TRD00001229,2026-04-21,2026-04-22,SETTLED
SET00001230,TRD00001230,2026-04-21,2026-04-22,PENDING
SET00001231,TRD00001231,2026-04-21,2026-04-22,SETTLED
SET00001232,TRD00001232,2026-04-21,2026-04-22,SETTLED
SET00001233,TRD00001233,2026-04-21,2026-04-22,SETTLED
SET00001234,TRD00001234,2026-04-21,2026-04-22,SETTLED
SET00001235,TRD00001235,2026-04-21,2026-04-22,SETTLED
SET00001236,TRD00001236,2026-04-21,2026-04-22,SETTLED
SET00001237,TRD00001237,2026-04-21,2026-04-22,SETTLED
SET00001238,TRD00001238,2026-04-21,2026-04-22,SETTLED
SET00001239,TRD00001239,2026-04-21,2026-04-22,SETTLED
SET00001240,TRD00001240,2026-04-21,2026-04-22,PENDING
SET00001241,TRD00001241,2026-04-21,2026-04-22,SETTLED
SET00001242,TRD00001242,2026-04-21,2026-04-22,SETTLED
SET00001243,TRD00001243,2026-04-21,2026-04-22,SETTLED
SET00001244,TRD00001244,2026-04-21,2026-04-22,SETTLED
SET00001245,TRD00001245,2026-04-21,2026-04-22,SETTLED
SET00001246,TRD00001246,2026-04-21,2026-04-22,SETTLED
SET00001247,TRD00001247,2026-04-21,2026-04-22,SETTLED
SET00001248,TRD00001248,2026-04-21,2026-04-22,SETTLED
SET00001249,TRD00001249,2026-04-21,2026-04-22,SETTLED
SET00001250,TRD00001250,2026-04-21,2026-04-22,PENDING
SET00001251,TRD00001251,2026-04-21,2026-04-22,SETTLED
SET00001252,TRD00001252,2026-04-21,2026-04-22,SETTLED
SET00001253,TRD00001253,2026-04-21,2026-04-22,SETTLED
SET00001254,TRD00001254,2026-04-21,2026-04-22,SETTLED
SET00001255,TRD00001255,2026-04-21,2026-04-22,SETTLED
SET00001256,TRD00001256,2026-04-21,2026-04-22,SETTLED
SET00001257,TRD00001257,2026-04-21,2026-04-22,SETTLED
SET00001258,TRD00001258,2026-04-21,2026-04-22,SETTLED
SET00001259,TRD00001259,2026-04-21,2026-04-22,SETTLED
SET00001260,TRD00001260,2026-04-21,2026-04-22,PENDING
SET00001261,TRD00001261,2026-04-21,2026-04-22,SETTLED
SET00001262,TRD00001262,2026-04-21,2026-04-22,SETTLED
SET00001263,TRD00001263,2026-04-21,2026-04-22,SETTLED
SET00001264,TRD00001264,2026-04-21,2026-04-22,SETTLED
SET00001265,TRD00001265,2026-04-21,2026-04-22,SETTLED
SET00001266,TRD00001266,2026-04-21,2026-04-22,SETTLED
SET00001267,TRD00001267,2026-04-21,2026-04-22,SETTLED
SET00001268,TRD00001268,2026-04-21,2026-04-22,SETTLED
SET00001269,TRD00001269,2026-04-21,2026-04-22,SETTLED
SET00001270,TRD00001270,2026-04-21,2026-04-22,PENDING
SET00001271,TRD00001271,2026-04-21,2026-04-22,SETTLED
